"";"0-4";"5-9";"10-14";"15-19";"20-24";"25-29";"30-34";"35-39";"40-44";"45-49";"50-54";"55-59";"60-64";"65-69";"70-74";"75-79";"80-84";"85+"
"Graham County, Kansas";61;85;100;128;55;46;69;101;116;121;71;87;96;87;81;66;29;37
"Grant County, Kansas";362;353;398;361;226;277;243;320;302;279;243;170;116;113;85;61;37;23
"Gray County, Kansas";214;285;307;266;168;191;187;203;215;214;157;146;89;73;75;71;46;46
"Greeley County, Kansas";49;60;77;63;27;36;33;72;77;64;38;27;28;31;33;23;14;9
"Greenwood County, Kansas";215;236;301;297;161;183;166;256;292;264;257;206;192;206;183;145;109;79
"Hamilton County, Kansas";95;107;124;109;64;77;76;92;98;95;64;55;68;52;53;34;29;27
"Harper County, Kansas";185;208;238;274;153;134;162;202;229;243;191;160;174;156;137;153;87;75
"Harvey County, Kansas";1117;1156;1268;1377;952;928;958;1168;1284;1164;1014;729;607;564;603;476;321;282
"Haskell County, Kansas";209;206;216;185;145;149;127;154;179;145;123;87;69;63;54;37;22;18
"Hodgeman County, Kansas";47;75;113;92;27;42;47;82;94;88;56;49;40;52;45;34;21;24
"Jackson County, Kansas";452;482;561;507;270;328;386;462;490;484;388;338;274;217;230;175;93;90
"Jefferson County, Kansas";626;673;832;803;430;411;561;773;811;742;662;519;429;340;275;221;131;94
"Jewell County, Kansas";90;106;139;130;53;67;81;125;133;176;135;116;94;125;105;85;60;55
"Johnson County, Kansas";17328;17537;17656;15476;11955;16157;17692;19825;19136;17321;15205;9957;6953;5415;4798;4051;2302;1565
"Kearny County, Kansas";221;228;244;214;120;122;142;180;178;160;132;82;66;71;61;50;34;12
"Kingman County, Kansas";272;321;377;349;159;189;219;307;359;314;264;198;214;187;176;165;103;81
"Kiowa County, Kansas";97;118;108;126;97;68;65;98;120;137;125;74;73;75;89;74;33;31
"Labette County, Kansas";724;813;930;990;690;608;659;855;819;761;719;607;427;390;418;327;238;189
"Lane County, Kansas";54;79;81;98;44;45;70;75;84;80;64;58;54;58;48;37;23;27
"Leavenworth County, Kansas";2456;2578;2718;2596;2220;2568;2887;3988;3517;2930;2311;1638;1228;941;786;627;321;211
"Lincoln County, Kansas";94;100;149;132;63;69;82;102;149;154;128;78;90;110;97;75;41;41
"Linn County, Kansas";314;319;382;346;210;235;240;325;373;356;334;312;235;237;232;161;95;79
"Logan County, Kansas";100;93;112;113;67;73;74;109;127;123;86;63;64;70;74;65;40;20
"Lyon County, Kansas";1243;1323;1307;1664;1971;1328;1160;1275;1336;1202;1006;731;557;462;391;357;218;201
"McPherson County, Kansas";866;1004;1227;1344;1020;740;766;962;1232;1084;901;697;563;484;547;415;338;281
"Marion County, Kansas";380;481;517;524;363;268;321;451;519;468;383;362;317;267;298;257;171;165
"Marshall County, Kansas";289;322;493;454;263;209;254;418;429;428;317;268;244;240;266;214;148;137
"Meade County, Kansas";185;212;193;166;114;133;168;149;190;168;104;83;102;113;80;66;30;38
"Miami County, Kansas";971;1077;1245;1141;681;729;937;1204;1338;1087;874;740;567;461;403;280;158;128
"Mitchell County, Kansas";191;205;261;390;169;151;161;238;247;249;227;180;160;157;158;104;86;86
"Montgomery County, Kansas";1135;1281;1429;1500;989;958;975;1211;1291;1280;1079;965;800;661;643;610;387;290
"Morris County, Kansas";181;208;266;225;99;117;155;209;234;247;204;169;129;148;139;124;85;66
"Morton County, Kansas";139;147;130;131;84;100;93;133;143;114;107;87;85;63;59;40;25;18
"Nemaha County, Kansas";388;426;428;423;224;236;286;411;404;362;275;218;219;212;248;219;130;167
"Neosho County, Kansas";529;603;656;706;481;427;483;595;666;580;508;391;392;314;327;263;173;116
"Ness County, Kansas";98;109;115;124;52;77;67;143;141;149;111;84;94;93;82;82;50;43
"Norton County, Kansas";153;197;213;221;249;223;231;303;299;243;180;148;130;111;133;78;80;81
"Osage County, Kansas";549;605;724;628;354;390;441;650;717;604;544;452;392;370;267;220;149;128
"Osborne County, Kansas";94;157;196;176;76;79;88;155;179;183;134;114;102;108;98;91;90;70
"Ottawa County, Kansas";180;230;256;255;117;145;165;256;258;237;194;168;149;138;120;90;49;73
"Pawnee County, Kansas";198;207;264;358;214;229;228;303;312;328;251;203;166;146;154;119;84;58
"Phillips County, Kansas";177;189;238;224;114;129;156;208;221;218;227;139;155;143;120;101;89;73
"Pottawatomie County, Kansas";681;740;771;780;495;509;533;702;722;684;588;405;327;310;275;203;160;126
"Pratt County, Kansas";307;285;356;447;282;220;214;308;386;402;269;224;223;188;189;164;114;96
"Rawlins County, Kansas";74;91;118;136;28;41;65;106;114;123;98;84;74;84;80;79;48;39
"Reno County, Kansas";2125;2147;2400;2558;2253;2076;1952;2499;2720;2465;2036;1541;1369;1205;1140;963;617;468
"Republic County, Kansas";134;158;213;207;90;108;121;189;238;228;196;157;150;154;146;135;111;80
"Rice County, Kansas";338;355;384;510;442;224;252;332;397;369;285;236;252;225;202;170;96;94
"Riley County, Kansas";1890;1665;1671;3920;9374;3377;2110;1782;1648;1460;1198;820;656;555;482;433;272;211
"Rooks County, Kansas";161;205;248;208;122;151;168;220;232;191;168;113;146;134;119;113;53;63
"Rush County, Kansas";94;116;126;115;64;70;84;121;137;136;107;97;89;88;107;80;61;32
"Russell County, Kansas";201;225;246;265;131;179;164;256;253;271;244;192;185;184;194;165;100;87
"Saline County, Kansas";1881;2032;2017;2217;1759;1707;1835;2062;2105;1947;1612;1251;995;915;797;637;437;243
"Scott County, Kansas";147;173;245;225;118;119;138;181;189;212;178;129;118;94;82;73;50;51
"Sedgwick County, Kansas";18389;18573;17924;16545;15489;16485;16370;18148;18692;16391;13320;9418;7049;6422;5643;4643;2680;1689
"Seward County, Kansas";1086;1051;1013;1074;933;976;917;924;819;684;557;390;304;247;218;157;96;100
"Shawnee County, Kansas";5881;6026;6258;6282;5122;5231;5514;6068;6646;6477;5776;4154;3277;2943;2544;2039;1186;815
"Sheridan County, Kansas";69;105;138;114;53;55;59;109;118;116;93;61;76;75;65;51;27;23
"Sherman County, Kansas";219;239;266;398;296;168;181;221;240;233;203;162;161;129;124;95;73;47
"Smith County, Kansas";103;132;153;166;70;78;101;176;150;162;147;105;99;145;128;119;79;69
"Stafford County, Kansas";152;147;218;201;84;87;116;178;196;189;147;114;104;129;102;74;57;41
"Stanton County, Kansas";102;100;108;97;79;81;66;109;98;102;49;50;42;51;41;26;14;12
"Stevens County, Kansas";239;245;216;240;154;181;157;211;218;179;129;131;97;70;85;50;36;28
"Sumner County, Kansas";835;1001;1215;1110;660;619;668;940;1116;1058;804;611;519;441;444;350;234;140
"Thomas County, Kansas";264;293;336;428;303;204;197;281;311;319;223;172;152;153;123;101;75;41
"Trego County, Kansas";83;93;116;144;54;68;73;102;155;128;95;78;80;85;87;66;37;38
"Wabaunsee County, Kansas";226;230;298;288;148;155;187;253;309;292;233;192;165;166;129;87;76;51
"Wallace County, Kansas";44;84;75;75;38;42;27;57;82;71;57;49;36;38;34;23;21;17
"Washington County, Kansas";207;217;238;224;132;136;161;217;253;212;219;179;148;177;182;150;108;95
"Wichita County, Kansas";120;92;104;91;75;67;80;82;112;90;79;63;53;50;52;34;21;28
"Wilson County, Kansas";304;361;445;400;257;245;243;351;380;349;300;286;248;212;215;185;129;101
"Woodson County, Kansas";93;89;136;139;107;69;100;121;136;152;125;95;84;106;104;99;60;48
"Wyandotte County, Kansas";6544;6577;6339;6159;5702;6055;5580;5952;5808;5035;4187;3218;2554;2288;1969;1533;962;609
"Adair County, Kentucky";532;546;580;701;611;574;544;624;620;572;560;445;412;327;289;214;112;92
"Allen County, Kentucky";610;663;671;652;546;626;577;638;690;581;548;457;429;349;284;186;118;91
"Anderson County, Kentucky";717;761;722;567;524;641;752;853;785;711;581;499;376;297;234;152;104;64
"Ballard County, Kentucky";253;254;302;293;231;252;291;313;307;307;286;257;208;166;147;118;67;39
"Barren County, Kentucky";1256;1331;1288;1316;1023;1202;1239;1487;1499;1309;1255;987;840;746;577;458;273;212
"Bath County, Kentucky";359;418;374;378;346;342;387;425;443;404;370;289;241;211;197;137;88;67
"Bell County, Kentucky";955;1004;1092;1102;915;1011;938;1173;1110;1009;1022;801;650;535;416;330;185;122
"Boone County, Kentucky";3502;3685;3477;3142;2591;3003;3584;3852;3749;3153;2610;1940;1365;1047;839;560;246;154
"Bourbon County, Kentucky";625;699;749;696;568;583;642;779;721;713;682;501;413;346;270;210;113;102
"Boyd County, Kentucky";1358;1541;1591;1795;1451;1650;1759;1855;2045;1901;1776;1358;1202;1023;886;653;319;200
"Boyle County, Kentucky";752;962;947;1023;1180;1006;1006;1128;1056;998;942;696;533;493;398;296;190;125
"Bracken County, Kentucky";296;281;313;300;241;268;287;331;341;295;256;206;195;169;122;101;62;33
"Breathitt County, Kentucky";493;591;612;745;589;487;521;638;622;599;518;396;346;297;192;141;82;75
"Breckinridge County, Kentucky";586;634;728;705;531;513;580;686;691;695;699;525;496;409;335;222;135;88
"Bullitt County, Kentucky";2258;2438;2372;2307;1807;2169;2383;2747;2560;2232;2164;1717;1183;884;579;381;167;106
"Butler County, Kentucky";392;464;514;509;454;422;448;542;519;462;396;373;279;223;195;147;81;52
"Caldwell County, Kentucky";357;433;425;432;307;409;400;444;475;448;467;406;336;300;249;204;119;67
"Calloway County, Kentucky";843;857;978;1456;2425;1192;963;1058;1026;999;982;886;737;617;526;483;274;186
"Campbell County, Kentucky";3135;3233;3348;3249;2909;2973;3173;3642;3547;3143;2538;1899;1560;1404;1251;900;500;342
"Carlisle County, Kentucky";143;176;196;207;127;165;183;200;173;189;186;144;118;102;126;86;40;49
"Carroll County, Kentucky";350;397;352;391;334;355;375;425;411;350;355;285;188;183;145;102;63;46
"Carter County, Kentucky";888;969;900;1069;979;912;901;976;1003;859;894;739;639;532;382;279;144;98
"Casey County, Kentucky";505;545;552;553;440;477;508;586;530;516;530;440;382;320;282;185;105;94
"Christian County, Kentucky";3636;3089;2408;2866;5553;3998;2941;2405;2104;1726;1496;1218;1036;938;755;582;334;209
"Clark County, Kentucky";1090;1222;1186;1117;909;1125;1170;1309;1300;1183;1155;900;678;538;480;353;203;107
"Clay County, Kentucky";747;891;968;1003;824;1133;1086;1187;1078;973;812;618;556;387;274;218;102;101
"Clinton County, Kentucky";307;296;298;293;301;290;316;361;360;327;335;291;276;215;156;110;69;39
"Crittenden County, Kentucky";250;304;334;336;251;265;263;319;366;332;324;311;247;201;169;131;81;58
"Cumberland County, Kentucky";203;243;256;249;158;194;208;276;278;214;231;208;203;163;153;103;52;47
"Daviess County, Kentucky";3131;3275;3552;3541;2821;2829;2852;3395;3633;3267;2876;2140;1854;1532;1381;1002;570;370
"Edmonson County, Kentucky";360;379;413;438;368;400;324;463;415;389;395;375;290;273;190;138;79;58
"Elliott County, Kentucky";225;244;226;263;207;234;194;226;251;275;228;179;170;140;88;59;43;39
"Estill County, Kentucky";456;567;519;522;512;464;601;604;531;499;488;442;347;291;234;174;98;61
"Fayette County, Kentucky";8277;8032;7636;9123;14525;12497;10751;10663;10035;9111;7620;5374;4008;3201;2816;2221;1220;795
"Fleming County, Kentucky";470;516;489;512;388;467;488;480;551;491;471;377;311;248;195;155;86;59
"Floyd County, Kentucky";1276;1355;1445;1577;1557;1460;1553;1637;1726;1686;1462;1071;944;672;603;418;250;171
"Franklin County, Kentucky";1501;1603;1489;1695;1555;1681;1779;1894;1830;1871;1699;1217;925;783;638;503;240;163
"Fulton County, Kentucky";255;262;284;312;226;225;203;241;284;262;220;190;144;159;123;113;62;56
"Gallatin County, Kentucky";311;349;314;279;218;262;297;324;323;284;243;210;162;110;78;71;49;30
"Garrard County, Kentucky";501;536;536;515;391;473;548;638;611;514;473;407;306;276;233;169;87;60
"Grant County, Kentucky";911;932;924;822;707;845;889;938;840;704;654;569;407;323;222;182;90;71
"Graves County, Kentucky";1258;1281;1342;1318;1084;1147;1151;1393;1331;1300;1207;1012;839;707;588;531;326;226
"Grayson County, Kentucky";785;889;819;830;761;770;810;880;940;858;808;690;557;529;392;302;157;133
"Green County, Kentucky";334;359;437;425;334;327;338;438;430;408;387;338;304;267;192;168;115;68
"Greenup County, Kentucky";1096;1244;1285;1310;1011;1035;1152;1318;1447;1307;1288;1073;938;753;648;466;240;147
"Hancock County, Kentucky";301;307;353;266;255;272;291;329;305;325;313;242;199;139;101;84;33;27
"Hardin County, Kentucky";3443;3599;3903;4413;3968;3505;3450;4240;3849;3211;2678;1985;1545;1384;1018;725;402;239
"Harlan County, Kentucky";1019;1183;1252;1292;902;915;1044;1135;1267;1268;1219;900;699;584;476;404;198;131
"Harrison County, Kentucky";569;645;656;662;502;556;678;681;747;620;627;460;380;276;287;184;146;85
"Hart County, Kentucky";604;672;667;637;489;553;554;685;682;609;546;476;397;363;252;193;129;79
"Henderson County, Kentucky";1496;1481;1636;1606;1287;1434;1525;1757;1869;1729;1439;1186;871;779;653;503;257;163
"Henry County, Kentucky";536;573;560;517;405;465;522;619;621;568;547;390;370;252;221;154;110;72
"Hickman County, Kentucky";133;171;167;174;137;137;153;193;184;189;186;143;148;117;99;79;52;49
"Hopkins County, Kentucky";1415;1594;1702;1582;1348;1411;1530;1671;1761;1737;1541;1263;981;830;690;547;348;215
"Jackson County, Kentucky";463;475;532;516;457;481;489;511;496;498;404;309;301;229;202;150;74;67
"Jefferson County, Kentucky";23909;24568;23856;22804;21438;24268;24332;27352;27646;25380;21740;15645;12256;11087;10365;7824;4437;2692
"Jessamine County, Kentucky";1512;1509;1476;1492;1543;1450;1410;1507;1525;1399;1184;840;649;542;432;346;222;147
"Johnson County, Kentucky";705;738;836;890;694;733;828;846;868;896;899;597;541;431;336;234;132;99
"Kenton County, Kentucky";5791;5868;5836;5299;4881;5697;5982;6388;6254;5464;4668;3226;2449;2057;1876;1329;734;484
"Knott County, Kentucky";588;623;603;758;603;520;614;666;717;690;673;431;372;301;216;160;97;70
"Knox County, Kentucky";1194;1203;1198;1185;1062;1069;1073;1116;1106;1020;1004;831;678;540;392;318;200;121
"Larue County, Kentucky";402;464;509;510;346;377;412;542;537;487;430;349;320;253;251;156;116;68
"Laurel County, Kentucky";1936;1874;1874;1846;1720;1937;1871;2010;2021;1872;1791;1354;1097;904;713;459;317;169
"Lawrence County, Kentucky";491;580;602;617;463;507;536;579;566;576;524;437;367;296;217;182;90;49
"Lee County, Kentucky";196;253;293;279;309;313;363;364;334;289;277;187;187;180;133;99;45;35
"Leslie County, Kentucky";394;403;476;471;394;404;429;519;532;487;398;270;285;220;171;96;55;40
"Letcher County, Kentucky";742;831;923;992;799;772;794;971;1036;1033;927;698;567;441;334;277;129;100
"Lewis County, Kentucky";461;549;501;514;450;511;498;563;526;513;455;382;307;272;190;153;90;74
"Lincoln County, Kentucky";783;848;902;798;717;823;811;964;866;782;694;633;544;434;340;285;134;105
"Livingston County, Kentucky";251;303;348;310;262;294;330;382;365;379;355;335;288;210;167;116;88;64
"Logan County, Kentucky";901;977;937;962;775;847;862;1042;990;928;835;733;562;482;396;267;199;118
"Lyon County, Kentucky";166;184;205;191;344;427;413;481;434;384;291;248;257;212;171;113;56;42
"McCracken County, Kentucky";2031;2214;2262;2138;1722;1950;2045;2379;2617;2560;2209;1730;1308;1116;1115;886;503;337
"McCreary County, Kentucky";573;650;741;769;593;549;598;604;584;582;570;452;386;261;212;148;82;52
"McLean County, Kentucky";330;318;371;370;263;313;329;348;382;340;345;306;249;217;141;137;63;55
"Madison County, Kentucky";2323;2234;2134;2853;4691;2952;2480;2545;2307;2192;1998;1549;1131;957;757;566;323;216
"Magoffin County, Kentucky";472;501;513;574;450;433;501;536;490;518;393;312;273;211;160;111;76;48
"Marion County, Kentucky";628;668;642;662;738;658;758;810;761;666;591;434;311;276;254;173;103;77
"Marshall County, Kentucky";775;955;1046;968;827;834;933;1141;1131;1116;1006;892;836;784;594;472;278;172
"Martin County, Kentucky";468;554;509;540;398;384;408;490;479;507;432;290;249;191;144;104;51;27
"Mason County, Kentucky";551;555;638;589;447;505;579;601;667;674;522;413;334;303;305;225;142;75
"Meade County, Kentucky";1189;1113;1076;987;860;1011;999;1212;1077;889;774;558;492;358;293;168;95;49
"Menifee County, Kentucky";204;222;244;348;204;240;186;254;240;209;243;195;169;126;98;60;29;36
"Mercer County, Kentucky";670;820;713;687;514;687;697;824;805;738;683;598;448;396;310;261;135;103
"Metcalfe County, Kentucky";317;377;376;326;289;291;344;394;387;351;273;300;233;234;183;115;68;37
"Monroe County, Kentucky";381;421;379;416;372;364;359;451;448;400;368;325;305;249;176;139;73;77
"Montgomery County, Kentucky";838;833;749;744;721;822;800;882;837;780;776;581;426;370;311;240;154;101
"Morgan County, Kentucky";404;448;430;526;735;692;646;725;712;600;434;350;274;259;194;126;79;67
"Muhlenberg County, Kentucky";978;999;1021;1138;1122;1061;1090;1236;1265;1180;1075;915;704;634;544;384;236;175
"Nelson County, Kentucky";1417;1463;1479;1466;1117;1192;1356;1582;1608;1377;1210;847;704;557;435;307;186;120
"Nicholas County, Kentucky";219;249;229;227;205;204;227;277;244;219;240;177;166;133;103;79;55;43
"Ohio County, Kentucky";743;790;846;825;711;730;740;824;829;862;723;695;564;398;383;280;187;127
"Oldham County, Kentucky";1515;1863;1988;1677;1330;1384;1818;2547;2638;2178;1971;1362;852;582;420;227;143;100
"Owen County, Kentucky";314;401;433;397;309;297;340;389;438;410;345;308;247;214;178;142;74;50
"Owsley County, Kentucky";130;176;203;214;150;127;149;175;181;185;146;151;121;110;90;65;43;35
"Pendleton County, Kentucky";514;622;631;536;433;493;526;650;625;454;469;332;282;209;183;133;53;61
"Perry County, Kentucky";857;1036;1102;1135;909;997;1063;1132;1190;1146;1037;724;670;455;339;245;156;97
"Pike County, Kentucky";2141;2352;2447;2570;2210;2231;2389;2564;2811;2703;2414;1882;1452;1103;1050;707;370;176
"Powell County, Kentucky";466;495;539;546;454;439;497;523;518;465;423;317;297;240;168;122;46;42
"Pulaski County, Kentucky";1688;1906;2031;1937;1588;1726;1942;2168;2111;2060;1821;1531;1382;1212;1020;705;390;264
"Robertson County, Kentucky";61;91;72;79;44;57;86;91;73;83;74;76;60;39;47;34;20;16
"Rockcastle County, Kentucky";504;625;602;573;552;561;671;639;638;562;493;427;402;344;263;158;107;80
"Rowan County, Kentucky";608;630;638;1112;1783;759;676;702;749;601;607;453;451;311;283;189;127;64
"Russell County, Kentucky";438;527;567;558;410;498;514;582;591;570;560;496;446;386;297;225;155;83
"Scott County, Kentucky";1315;1349;1215;1273;1285;1281;1351;1399;1305;1192;872;689;528;375;329;206;133;82
"Shelby County, Kentucky";1201;1164;1162;1282;1021;1103;1206;1361;1330;1201;1127;924;660;515;403;269;177;126
"Simpson County, Kentucky";597;591;667;557;491;544;569;668;616;576;491;411;366;262;224;183;110;80
"Spencer County, Kentucky";431;511;462;412;310;363;504;559;532;446;392;293;248;162;129;92;50;40
"Taylor County, Kentucky";731;755;794;903;786;599;672;848;845;783;735;596;552;469;426;267;146;120
"Todd County, Kentucky";483;418;445;425;381;367;427;441;455;382;358;338;239;204;170;151;94;47
"Trigg County, Kentucky";374;444;452;340;319;358;381;476;446;436;425;415;398;309;275;202;87;63
"Trimble County, Kentucky";277;305;329;274;218;269;318;325;336;278;301;199;176;111;106;82;52;40
"Union County, Kentucky";481;474;533;1130;764;453;424;525;556;582;500;364;312;243;211;182;81;73
"Warren County, Kentucky";3079;3092;3019;4090;5251;3583;3097;3380;3388;3059;2796;2087;1598;1243;1050;771;463;310
"Washington County, Kentucky";328;404;426;473;333;298;373;449;400;403;325;274;239;194;169;135;80;60
"Wayne County, Kentucky";669;670;758;799;641;637;669;718;754;718;600;517;480;413;313;250;157;88
